1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
32022	32923	34260	31895	32796	34133	32213	33114	34451	33894	34634	35300	33528	34268	34934	32563	33303	33969	33392	31244	33419	34200	32052	34227	34334	32186	34361	29345	29874	35724	30080	30609	36459	28304	28833	34683
34634	32186	32796	32052	34117	35300	31873	29589	33413	34045
